PRD000280	2011-06-22
PRD000354	2011-06-22
PRD000388	2011-06-22
PRD000308	2011-07-11
PRD000426	2011-07-12
PRD000438	2011-07-12
PRD000429	2011-07-12
PRD000241	2011-07-12
PRD000398	2011-07-12
PRD000430	2011-07-12
PRD000420	2011-07-12
PRD000437	2011-07-31
PRD000439	2011-07-31
PRD000357	2011-07-31
PRD000336	2011-07-31
PRD000526	2011-08-07
PRD000525	2011-08-07
PRD000527	2011-08-07
PRD000293	2011-08-10
PRD000292	2011-08-10
PRD000540	2011-08-14
PRD000364	2011-08-14
PRD000365	2011-08-14
PRD000316	2011-08-29
PRD000327	2011-08-30
PRD000458	2011-08-31
PRD000423	2011-09-01
PRD000312	2011-09-01
PRD000450	2011-09-02
PRD000441	2011-09-04
PRD000285	2011-09-04
PRD000363	2011-09-04
PRD000407	2011-09-04
PRD000545	2011-09-25
PRD000272	2011-09-27
PRD000271	2011-09-27
PRD000524	2011-09-27
PRD000341	2011-09-27
PRD000392	2011-09-27
PRD000531	2011-10-09
PRD000373	2011-10-09
PRD000782	2011-10-10
PRD000323	2011-10-10
PRD000263	2011-10-11
PRD000421	2011-10-13
PRD000443	2011-10-18
PRD000569	2011-10-18
PRD000226	2011-10-18
PRD000237	2011-11-07
PRD000597	2011-11-08
PRD000401	2011-11-11
PRD000119	2011-11-15
PRD000562	2011-11-18
PRD000422	2011-12-05
PRD000535	2011-12-05
PRD000618	2011-12-05
PRD000314	2011-12-06
PRD000534	2011-12-12
PRD000772	2012-01-01
PRD000659	2012-01-01
PRD000615	2012-01-05
PRD000273	2012-01-05
PRD000301	2012-01-05
PRD000394	2012-01-05
PRD000375	2012-01-11
PRD000532	2012-01-16
PRD000211	2012-01-16
PRD000411	2012-01-16
PRD000410	2012-01-16
PRD000594	2012-01-17
PRD000592	2012-01-19
PRD000288	2012-01-24
PRD000409	2012-01-27
PRD000349	2012-01-31
PRD000084	2012-01-31
PRD000582	2012-02-01
PRD000362	2012-02-08
PRD000543	2012-02-09
PRD000414	2012-02-09
PRD000348	2012-02-15
PRD000446	2012-02-28
PRD000445	2012-02-28
PRD000194	2012-03-04
PRD000575	2012-03-04
PRD000233	2012-03-04
PRD000340	2012-03-04
PRD000359	2012-03-04
PRD000608	2012-03-04
PRD000309	2012-03-04
PRD000581	2012-03-05
PRD000151	2012-03-05
PRD000350	2012-03-05
PRD000307	2012-03-05
PXD000001	2012-03-07
PXD000002	2012-03-15
PRD000259	2012-03-23
PRD000603	2012-03-28
PRD000590	2012-03-29
PRD000671	2012-04-01
PRD000523	2012-04-03
PRD000629	2012-04-17
PRD000551	2012-04-17
PRD000546	2012-04-18
PRD000623	2012-04-30
PRD000177	2012-05-01
PRD000115	2012-05-01
PRD000116	2012-05-01
PRD000522	2012-05-01
PRD000514	2012-05-01
PRD000053	2012-05-01
PRD000381	2012-05-01
PRD000650	2012-05-13
PRD000448	2012-05-16
PRD000268	2012-05-16
PRD000384	2012-05-16
PRD000334	2012-05-16
PRD000150	2012-05-22
PRD000347	2012-05-22
PRD000303	2012-05-26
PRD000565	2012-05-26
PRD000607	2012-05-31
PRD000605	2012-06-09
PRD000717	2012-06-10
PRD000632	2012-06-19
PRD000680	2012-06-24
PRD000593	2012-06-24
PXD000005	2012-06-28
PRD000651	2012-06-30
PRD000451	2012-06-30
PRD000685	2012-07-03
PRD000679	2012-07-03
PRD000541	2012-07-03
PRD000826	2012-07-15
PRD000731	2012-07-15
PRD000668	2012-07-15
PRD000425	2012-07-15
PRD000249	2012-07-15
PRD000262	2012-07-19
PRD000269	2012-07-19
PRD000729	2012-07-19
PRD000520	2012-07-19
PRD000631	2012-07-19
PRD000376	2012-07-19
PRD000416	2012-07-19
PRD000417	2012-07-19
PRD000721	2012-07-22
PRD000465	2012-07-25
PRD000462	2012-07-25
PRD000464	2012-07-25
PRD000460	2012-07-25
PRD000463	2012-07-25
PRD000509	2012-07-25
PRD000461	2012-07-25
PRD000513	2012-07-25
PRD000510	2012-07-25
PRD000512	2012-07-25
PRD000501	2012-07-25
PRD000503	2012-07-25
PRD000504	2012-07-25
PRD000469	2012-07-25
PRD000470	2012-07-25
PRD000471	2012-07-25
PRD000468	2012-07-25
PRD000505	2012-07-25
PRD000474	2012-07-25
PRD000466	2012-07-25
PRD000467	2012-07-25
PRD000472	2012-07-25
PRD000473	2012-07-25
PRD000480	2012-07-25
PRD000476	2012-07-25
PRD000481	2012-07-25
PRD000478	2012-07-25
PRD000479	2012-07-25
PRD000477	2012-07-25
PRD000475	2012-07-25
PRD000485	2012-07-25
PRD000484	2012-07-25
PRD000482	2012-07-25
PRD000483	2012-07-25
PRD000488	2012-07-25
PRD000487	2012-07-25
PRD000489	2012-07-25
PRD000486	2012-07-25
PRD000490	2012-07-25
PRD000493	2012-07-25
PRD000499	2012-07-25
PRD000491	2012-07-25
PRD000497	2012-07-25
PRD000498	2012-07-25
PRD000496	2012-07-25
PRD000494	2012-07-25
PRD000495	2012-07-25
PRD000492	2012-07-25
PRD000511	2012-07-25
PRD000502	2012-07-25
PRD000507	2012-07-25
PRD000508	2012-07-25
PRD000506	2012-07-25
PRD000500	2012-07-25
PRD000665	2012-08-06
PRD000378	2012-08-06
PXD000014	2012-08-07
PXD000013	2012-08-12
PRD000738	2012-08-14
PRD000557	2012-08-14
PXD000017	2012-08-21
PRD000634	2012-08-29
PRD000635	2012-08-29
PXD000012	2012-08-30
PRD000711	2012-08-31
PRD000563	2012-08-31
PXD000028	2012-09-13
PRD000459	2012-09-23
PRD000616	2012-09-25
PRD000676	2012-10-02
PRD000677	2012-10-02
PRD000737	2012-10-02
PRD000333	2012-10-02
PRD000709	2012-10-08
PRD000640	2012-10-08
PRD000693	2012-10-09
PRD000328	2012-10-16
PXD000056	2012-10-30
PRD000655	2012-10-31
PXD000031	2012-11-01
PXD000062	2012-11-02
PRD000681	2012-11-27
PRD000554	2012-11-27
PXD000042	2012-12-05
PRD000730	2012-12-06
PRD000517	2012-12-06
PXD000004	2012-12-10
PXD000048	2012-12-11
PXD000025	2012-12-12
PXD006863	2012-12-13
PXD007681	2012-12-13
PXD000027	2012-12-14
PXD000094	2012-12-18
PXD000112	2012-12-18
PXD000058	2012-12-19
PRD000732	2013-01-03
PXD000104	2013-01-08
PXD000066	2013-01-08
PXD000061	2013-01-10
PXD000039	2013-01-11
PXD000089	2013-01-11
PXD000044	2013-01-17
PXD000026	2013-01-18
PRD000666	2013-01-23
PXD000021	2013-01-23
PXD000111	2013-01-24
PXD000134	2013-02-01
PRD000449	2013-02-03
PXD000059	2013-02-05
PXD000071	2013-02-07
PXD000142	2013-02-13
PXD000150	2013-02-18
PRD000684	2013-02-19
PXD000128	2013-02-19
PRD000419	2013-02-19
PXD000008	2013-02-20
PXD000157	2013-02-22
PXD000036	2013-02-25
PXD000124	2013-02-25
PXD000143	2013-02-26
PRD000673	2013-02-27
PXD000079	2013-02-28
PXD000043	2013-03-04
PRD000698	2013-03-05
PXD000016	2013-03-06
PXD000821	2013-03-13
PXD000120	2013-03-13
PXD002091	2013-03-14
PRD000435	2013-03-25
PRD000436	2013-03-25
PRD000591	2013-03-25
PRD000434	2013-03-25
PXD000123	2013-03-25
PXD000141	2013-04-07
PXD000185	2013-04-08
PXD000127	2013-04-08
PXD000113	2013-04-08
PXD000009	2013-04-17
PRD000736	2013-04-23
PRD000644	2013-04-23
PXD000083	2013-04-23
PRD000519	2013-04-23
PRD000393	2013-04-23
PXD000217	2013-04-25
PXD000222	2013-04-28
PXD000158	2013-04-30
PXD000165	2013-05-01
PXD000211	2013-05-01
PXD000138	2013-05-04
PXD000109	2013-05-08
PRD000727	2013-05-13
PXD000129	2013-05-21
PXD000195	2013-05-27
PRD000695	2013-05-29
PRD000625	2013-05-29
PRD000600	2013-05-29
PXD000230	2013-05-29
PXD000076	2013-06-02
PXD000250	2013-06-02
PXD000276	2013-06-05
PXD000239	2013-06-05
PRD000606	2013-06-10
PXD000208	2013-06-13
PXD000151	2013-06-16
PRD000083	2013-06-17
PRD000114	2013-06-17
PRD000079	2013-06-17
PRD000037	2013-06-18
PRD000689	2013-06-18
PRD000722	2013-06-18
PRD000619	2013-06-18
PRD000214	2013-06-18
PXD000188	2013-06-18
PRD000382	2013-06-18
PRD000744	2013-06-19
PXD000121	2013-06-19
PXD000284	2013-06-19
PXD000069	2013-06-20
PRD000624	2013-06-23
PXD000045	2013-06-24
PRD000544	2013-06-26
PXD000235	2013-06-27
PXD000231	2013-06-27
PRD000326	2013-07-01
PXD000309	2013-07-01
PXD000125	2013-07-02
PXD000049	2013-07-02
PXD000107	2013-07-03
PRD000035	2013-07-07
PRD000704	2013-07-07
PRD000453	2013-07-07
PRD000424	2013-07-07
PXD000224	2013-07-08
PXD000194	2013-07-08
PRD000366	2013-07-08
PRD000518	2013-07-09
PXD000183	2013-07-17
PXD000147	2013-07-17
PXD000153	2013-07-17
PXD000270	2013-07-17
PXD000213	2013-07-18
PRD000726	2013-07-21
PXD000126	2013-07-21
PXD000050	2013-07-22
PXD000262	2013-07-22
PXD000271	2013-07-22
PXD000190	2013-07-23
PXD000283	2013-07-23
PXD000281	2013-07-23
PXD000148	2013-07-24
PXD000225	2013-07-25
PXD000132	2013-07-25
PXD000054	2013-07-31
PXD000064	2013-08-01
PXD000174	2013-08-01
PXD000265	2013-08-01
PXD000342	2013-08-01
PXD000095	2013-08-04
PXD000313	2013-08-05
PXD000254	2013-08-06
PXD000047	2013-08-08
PXD000409	2013-08-08
PXD000189	2013-08-08
PXD000247	2013-08-08
PXD000292	2013-08-08
PXD000335	2013-08-11
PXD000258	2013-08-11
PRD000664	2013-08-12
PXD000030	2013-08-12
PXD000411	2013-08-12
PXD000264	2013-08-12
PXD000197	2013-08-12
PXD000073	2013-08-13
PXD000418	2013-08-15
PXD000278	2013-08-22
PXD000035	2013-08-26
PXD000052	2013-08-27
PXD000430	2013-08-27
PXD000067	2013-08-27
PXD000182	2013-09-01
PXD000359	2013-09-03
PXD000442	2013-09-03
PXD000023	2013-09-04
PXD000443	2013-09-04
PXD000447	2013-09-04
PXD000449	2013-09-04
PRD000733	2013-09-08
PXD000420	2013-09-08
PXD000084	2013-09-09
PXD000328	2013-09-09
PXD000105	2013-09-10
PXD000168	2013-09-10
PRD000647	2013-09-11
PXD000386	2013-09-11
PXD000172	2013-09-12
PXD000444	2013-09-17
PXD000431	2013-09-22
PRD000753	2013-09-24
PXD000343	2013-09-24
PXD000065	2013-09-26
PXD000385	2013-09-26
PRD000548	2013-09-29
PXD000419	2013-09-30
PXD000187	2013-09-30
PXD000399	2013-10-01
PXD000163	2013-10-02
PXD000320	2013-10-02
PXD000321	2013-10-02
PXD000323	2013-10-03
PXD000324	2013-10-03
PXD000322	2013-10-03
PXD000391	2013-10-06
PXD000393	2013-10-06
PXD000392	2013-10-06
PXD000388	2013-10-06
PXD000390	2013-10-06
PXD000389	2013-10-06
PXD000488	2013-10-08
PXD000500	2013-10-08
PXD000263	2013-10-08
PXD000508	2013-10-09
PXD000346	2013-10-10
PXD000506	2013-10-15
PXD000240	2013-10-15
PXD000464	2013-10-16
PXD000415	2013-10-16
PXD000352	2013-10-16
PXD000308	2013-10-16
PXD000246	2013-10-17
PXD000378	2013-10-17
PXD000524	2013-10-20
PXD000345	2013-10-20
PXD000426	2013-10-21
PXD000403	2013-10-21
PXD000053	2013-10-29
PXD000162	2013-10-29
PXD000553	2013-10-31
PXD000355	2013-11-04
PXD000423	2013-11-04
PXD000440	2013-11-07
PXD000361	2013-11-11
PXD000360	2013-11-11
PXD000429	2013-11-11
PXD000280	2013-11-11
PXD000461	2013-11-12
PXD000478	2013-11-14
PXD000575	2013-11-14
PXD000331	2013-11-15
PXD000341	2013-11-15
PXD000387	2013-11-18
PXD000489	2013-11-20
PXD000273	2013-11-21
PXD000238	2013-11-21
PXD000483	2013-11-22
PXD000327	2013-11-22
PXD000454	2013-11-25
PXD000243	2013-11-26
PXD000455	2013-11-27
PXD000210	2013-11-27
PXD000252	2013-11-27
PXD000152	2013-11-27
PXD000563	2013-11-27
PXD000131	2013-11-29
PXD000545	2013-11-29
PXD000451	2013-12-02
PXD000242	2013-12-02
PXD000192	2013-12-02
PXD000578	2013-12-03
PXD000303	2013-12-05
PXD000602	2013-12-05
PXD000596	2013-12-05
PXD000584	2013-12-05
PXD000538	2013-12-10
PXD000537	2013-12-10
PXD000201	2013-12-10
PXD000312	2013-12-10
PXD000375	2013-12-10
PXD000160	2013-12-12
PXD000234	2013-12-12
PXD000529	2013-12-13
PXD000503	2013-12-13
PXD000533	2013-12-16
PXD000307	2013-12-16
PXD000470	2013-12-17
PXD000340	2013-12-17
PXD000623	2013-12-18
PXD000535	2013-12-19
PXD000405	2013-12-19
PXD000367	2013-12-19
PXD000569	2013-12-19
PXD000658	2014-01-09
PXD000260	2014-01-13
PXD000255	2014-01-13
PXD000531	2014-01-14
PXD000198	2014-01-17
PXD000424	2014-01-20
PXD000695	2014-01-22
PXD000456	2014-01-22
PXD000647	2014-01-23
PXD000191	2014-01-23
PXD000377	2014-01-23
PXD000674	2014-01-27
PXD000438	2014-01-28
PXD000711	2014-01-28
PXD000637	2014-01-28
PXD000421	2014-01-28
PXD000494	2014-01-28
PXD000149	2014-01-28
PXD000383	2014-01-28
PXD000638	2014-01-28
PXD000427	2014-01-28
PXD000492	2014-01-29
PXD000022	2014-01-29
PXD000643	2014-01-29
PXD000221	2014-01-29
PXD000316	2014-01-29
PXD000314	2014-01-29
PXD000412	2014-01-29
PXD000713	2014-01-30
PXD000400	2014-01-30
PXD000487	2014-01-30
PXD000306	2014-01-31
PXD000203	2014-01-31
PXD000269	2014-01-31
PXD000196	2014-01-31
PXD000072	2014-02-03
PXD000410	2014-02-03
PXD000507	2014-02-03
PXD000202	2014-02-03
PXD000450	2014-02-03
PXD000597	2014-02-06
PXD000604	2014-02-11
PXD000460	2014-02-12
PXD000401	2014-02-13
PXD000675	2014-02-14
PXD000354	2014-02-14
PXD000682	2014-02-17
PXD000493	2014-02-18
PXD000337	2014-02-19
PXD000511	2014-02-20
PXD000434	2014-02-24
PXD000177	2014-02-25
PXD000173	2014-02-25
PXD000479	2014-02-26
PXD000738	2014-02-26
PXD000226	2014-03-02
PXD000348	2014-03-05
PXD000356	2014-03-05
PXD000046	2014-03-05
PXD000686	2014-03-06
PXD000618	2014-03-06
PXD000181	2014-03-06
PXD000363	2014-03-06
PXD000600	2014-03-07
PXD000694	2014-03-11
PXD000206	2014-03-11
PXD000678	2014-03-12
PXD000620	2014-03-17
PXD000769	2014-03-17
PXD000768	2014-03-17
PXD000603	2014-03-18
PXD000272	2014-03-18
PXD000178	2014-03-18
PXD000556	2014-03-19
PXD000854	2014-03-20
PXD000090	2014-03-26
PRD000284	2014-03-26
PRD000636	2014-03-26
PXD000379	2014-03-26
PXD000433	2014-03-27
PXD000864	2014-03-30
PXD000851	2014-04-01
PXD000775	2014-04-01
PXD000218	2014-04-01
PXD000540	2014-04-01
PXD000170	2014-04-02
PXD000510	2014-04-02
PXD000445	2014-04-03
PRD000748	2014-04-07
PRD000369	2014-04-07
PXD000852	2014-04-07
PXD000248	2014-04-08
PXD000472	2014-04-10
PXD000635	2014-04-10
PXD000541	2014-04-13
PXD000469	2014-04-13
PXD000583	2014-04-13
PXD000601	2014-04-13
PXD000038	2014-04-14
PXD000565	2014-04-14
PXD000567	2014-04-14
PXD000521	2014-04-14
PXD000566	2014-04-14
PXD000509	2014-04-14
PXD000462	2014-04-14
PXD000289	2014-04-14
PXD000557	2014-04-14
PXD000900	2014-04-15
PXD000838	2014-04-15
PXD000680	2014-04-15
PXD000688	2014-04-15
PXD000580	2014-04-15
PXD000642	2014-04-15
PXD000475	2014-04-16
PXD000579	2014-04-16
PXD000414	2014-04-16
PXD000326	2014-04-16
PXD000350	2014-04-16
PXD000732	2014-04-16
PXD000712	2014-04-16
PXD000532	2014-04-17
PXD000133	2014-04-22
PXD000070	2014-04-23
PXD000917	2014-04-23
PXD000916	2014-04-23
PXD000561	2014-04-23
PXD000704	2014-04-23
PXD000928	2014-04-24
PXD000671	2014-04-24
PXD000850	2014-04-28
PXD000159	2014-04-28
PXD000505	2014-04-28
PXD000504	2014-04-28
PXD000932	2014-04-29
PXD000495	2014-05-01
PXD000318	2014-05-01
PRD000595	2014-05-01
PXD000608	2014-05-06
PXD000592	2014-05-07
PXD000807	2014-05-07
PXD000684	2014-05-08
PXD000681	2014-05-11
PXD000574	2014-05-11
PXD000937	2014-05-12
PXD000663	2014-05-12
PXD000480	2014-05-12
PXD000835	2014-05-14
PXD000041	2014-05-15
PXD000789	2014-05-17
PXD000568	2014-05-18
PXD000237	2014-05-19
PXD000241	2014-05-19
PXD000560	2014-05-19
PXD000894	2014-05-19
PXD000223	2014-05-20
PXD000176	2014-05-20
PXD000293	2014-05-21
PXD000625	2014-05-22
PXD000836	2014-05-22
PXD000993	2014-05-22
PXD000873	2014-05-23
PXD000976	2014-05-23
PXD000746	2014-05-27
PXD000743	2014-05-28
PXD000368	2014-05-28
PXD000865	2014-05-28
PXD000781	2014-05-28
PXD000926	2014-05-29
PXD000871	2014-05-29
PXD000870	2014-05-29
PXD001007	2014-06-01
PXD000587	2014-06-02
PXD000866	2014-06-03
PXD000878	2014-06-04
PXD000558	2014-06-04
PXD000547	2014-06-04
PXD000548	2014-06-04
PXD000457	2014-06-04
PXD000631	2014-06-04
PXD000501	2014-06-05
PXD000761	2014-06-08
PXD000591	2014-06-08
PXD000186	2014-06-08
PXD001047	2014-06-09
PXD000362	2014-06-09
PXD000817	2014-06-09
PXD000783	2014-06-10
PXD000404	2014-06-10
PXD000629	2014-06-16
PXD000502	2014-06-17
PXD001030	2014-06-17
PXD000435	2014-06-24
PXD000439	2014-06-24
PXD001077	2014-06-24
PXD000015	2014-06-25
PXD001053	2014-06-26
PXD000216	2014-06-30
PXD000875	2014-06-30
PXD000577	2014-06-30
PXD000536	2014-06-30
PXD001020	2014-07-01
PXD000496	2014-07-01
PXD000710	2014-07-02
PXD001001	2014-07-02
PXD000670	2014-07-08
PXD000978	2014-07-08
PXD000905	2014-07-09
PXD001038	2014-07-09
PXD000161	2014-07-09
PXD000384	2014-07-09
PXD000722	2014-07-09
PXD000253	2014-07-09
PXD000396	2014-07-10
PXD000119	2014-07-10
PXD000662	2014-07-11
PXD000744	2014-07-14
PXD000441	2014-07-15
PXD000683	2014-07-15
PXD001073	2014-07-16
PXD001025	2014-07-16
PXD000931	2014-07-16
PXD000364	2014-07-16
PXD000357	2014-07-17
PXD000881	2014-07-18
PXD000534	2014-07-21
PXD000764	2014-07-22
PXD001157	2014-07-22
PXD000756	2014-07-22
PXD000594	2014-07-22
PXD000471	2014-07-22
PXD000990	2014-07-22
PXD000948	2014-07-23
PXD000902	2014-07-23
PXD000813	2014-07-25
PXD000417	2014-07-27
PXD000349	2014-07-27
PXD000581	2014-07-27
PXD000909	2014-07-28
PXD000459	2014-07-29
PXD001029	2014-07-29
PXD001187	2014-07-30
PXD000249	2014-07-30
PXD001049	2014-07-30
PXD000858	2014-07-31
PXD000860	2014-07-31
PXD000987	2014-07-31
PXD001072	2014-07-31
PXD001107	2014-07-31
PXD000758	2014-07-31
PXD000801	2014-07-31
PXD000800	2014-07-31
PXD000799	2014-07-31
PXD000798	2014-07-31
PXD000923	2014-07-31
PXD001190	2014-08-01
PXD000657	2014-08-04
PXD000656	2014-08-04
PXD000655	2014-08-04
PXD000654	2014-08-04
PXD000653	2014-08-04
PXD000652	2014-08-04
PXD000651	2014-08-04
PXD000154	2014-08-04
PXD000624	2014-08-04
PXD000677	2014-08-05
PXD001185	2014-08-05
PXD000612	2014-08-06
PXD000287	2014-08-06
PXD000748	2014-08-07
PXD000513	2014-08-07
PXD001026	2014-08-08
PXD001099	2014-08-08
PXD001120	2014-08-08
PXD001211	2014-08-08
PXD001032	2014-08-08
PXD000957	2014-08-08
PXD000954	2014-08-08
PXD000953	2014-08-08
PXD000593	2014-08-08
PXD001009	2014-08-11
PXD001008	2014-08-11
PXD000759	2014-08-11
PXD000773	2014-08-11
PXD000640	2014-08-11
PXD000770	2014-08-13
PXD000893	2014-08-13
PXD001058	2014-08-13
PXD000750	2014-08-13
PXD001220	2014-08-14
PXD000999	2014-08-14
PXD001019	2014-08-14
PXD001156	2014-08-14
PXD001167	2014-08-14
PXD000311	2014-08-15
PXD000862	2014-08-15
PXD000992	2014-08-18
PXD000822	2014-08-18
PXD001163	2014-08-18
PXD000965	2014-08-18
PXD000467	2014-08-20
PXD000380	2014-08-20
PXD000572	2014-08-21
PXD001254	2014-08-22
PXD000693	2014-08-22
PXD000692	2014-08-22
PXD000956	2014-08-22
PXD001018	2014-08-26
PXD001040	2014-08-26
PXD000765	2014-08-26
PXD001041	2014-08-26
PRD000456	2014-08-26
PXD000268	2014-08-28
PXD001258	2014-08-28
PXD000874	2014-08-28
PXD001268	2014-08-28
PXD000804	2014-08-28
PXD000552	2014-08-28
PRD000847	2014-08-29
PXD000897	2014-08-29
PXD000888	2014-09-01
PXD001251	2014-09-01
PXD001003	2014-09-01
PXD001174	2014-09-01
PXD001118	2014-09-01
PXD001277	2014-09-02
PXD000294	2014-09-03
PXD001054	2014-09-04
PXD001061	2014-09-04
PXD000666	2014-09-09
PXD001199	2014-09-09
PXD000935	2014-09-09
PXD001135	2014-09-10
PXD001292	2014-09-10
PXD001182	2014-09-10
PXD000778	2014-09-10
PXD001080	2014-09-11
PXD001304	2014-09-11
PXD000872	2014-09-12
PXD001248	2014-09-12
PXD001127	2014-09-15
PXD000661	2014-09-16
